Category,Avg Faces,% Unfolded (20 Gen),% Unfolded (40 Gen),% Unfolded (60 Gen),% Unfolded (80 Gen),% Unfolded (100 Gen),% Unfolded by BFS,Avg Attempts (Steepest),Avg Time (sec)
spher,196.00,20.0,65.0,70.0,90.0,90.0,65.0,1.09,118.28
